customer_id,loans_credit_limit,days_since_opened,days_since_confirmed,loans_credit_cost_rate,record_number,utilization
4135,6,8,13,4,1,16
4136,3,3,6,5,5,16
4137,12,16,7,4,1,16
4138,10,10,17,4,12,16
4139,10,18,6,11,3,16
4140,6,3,3,4,13,16
4141,10,13,17,2,3,16
4142,13,0,4,4,2,16
4143,5,1,13,7,14,16
4144,5,5,8,4,12,16
4145,15,4,3,11,12,16
4146,3,13,14,2,4,16
4147,0,9,9,4,16,18
4148,14,8,9,4,1,6
4149,7,18,17,13,15,16
4150,0,6,9,13,4,16
4151,12,10,9,2,8,16
4152,4,19,16,4,15,9
4153,11,18,3,4,19,16
4154,14,10,1,2,7,9
4155,16,1,3,0,22,16
4156,8,6,6,5,5,16
4157,10,18,14,4,16,16
4158,19,16,6,5,1,16
4159,5,8,3,2,3,16
4160,5,11,17,6,4,16
4161,7,10,9,11,9,16
4162,0,3,9,3,14,16
4163,15,1,3,3,17,16
4164,13,16,6,8,1,16
4165,3,0,6,8,1,16
4166,16,19,10,4,18,16
4167,0,19,6,5,10,4
4168,15,10,8,2,8,2
4169,10,8,9,3,6,16
4170,11,19,0,1,23,16
4171,5,5,12,10,7,16
4172,14,5,17,2,6,9
4173,10,6,8,4,4,16
4174,6,14,1,4,1,16
4175,7,11,12,5,11,16
4176,4,4,5,4,9,16
4177,8,15,7,4,4,16
4178,13,19,0,6,27,16
4179,6,7,5,7,17,16
4180,14,2,5,0,3,9
4181,15,2,2,3,9,2
4182,14,18,9,9,8,16
4183,18,16,13,2,4,16
4184,0,3,3,0,10,16
4185,14,4,1,3,10,9
4186,13,15,7,4,1,16
4187,11,17,9,7,12,16
4188,18,12,0,6,27,16
4189,16,13,17,5,11,16
4190,1,6,8,2,6,16
4191,3,15,4,4,5,16
4192,3,15,7,2,5,16
4193,15,15,14,2,2,16
4194,19,4,8,9,9,16
4195,8,14,2,4,8,3
4196,14,9,10,7,15,18
4197,16,8,11,4,1,16
4198,12,8,7,4,3,16
4199,14,13,3,1,4,16
4200,5,6,5,9,8,16
4201,8,2,0,7,10,16
4202,3,6,17,4,11,16
4203,12,9,9,2,12,3
4204,5,6,14,4,3,16
4205,19,6,6,4,3,16
4206,1,19,9,2,15,1
4207,19,13,12,2,16,16
4208,1,18,8,1,6,16
4209,11,11,10,1,12,16
4210,4,6,14,4,5,9
4211,15,5,11,2,8,16
4212,10,17,9,5,3,16
4213,8,3,6,3,9,16
4214,1,18,9,11,8,16
4215,15,19,2,11,13,3
4216,15,19,1,3,23,16
4217,18,1,3,6,12,16
4218,18,8,6,3,4,16
4219,17,16,9,3,3,16
4220,8,8,4,2,4,16
4221,6,4,10,4,12,16
4222,7,0,8,8,6,16
4223,2,19,6,8,12,3
4224,11,3,10,7,6,16
4225,2,13,4,2,8,16
4226,7,13,11,4,5,16
4227,4,4,8,4,5,16
4228,0,19,9,8,11,18
4229,7,0,9,13,4,16
4230,18,2,17,4,16,16
4231,0,15,17,4,5,16
4232,18,6,9,3,5,16
4233,11,12,0,4,12,16
4234,9,5,9,7,14,16
4235,5,10,9,0,4,16
4236,17,13,11,5,6,16
4237,10,16,7,4,1,16
4238,15,17,5,4,6,16
4239,15,6,11,13,13,16
4240,12,18,3,5,7,16
4241,17,5,9,3,5,16
4242,3,18,8,4,6,16
4243,16,16,3,1,3,16
4244,7,14,13,4,5,16
4245,12,7,0,8,11,16
4246,14,0,3,4,3,16
4247,3,1,16,3,13,16
4248,1,18,8,10,6,16
4249,18,16,13,4,1,16
4250,11,13,9,5,5,16
4251,14,2,13,2,25,9
4252,4,15,0,4,2,9
4253,13,17,17,4,10,16
4254,0,15,2,0,4,16
4255,2,11,13,11,12,16
4256,18,2,3,4,20,16
4257,17,3,17,8,7,16
4258,13,16,2,2,1,16
4259,12,15,7,2,5,16
4260,5,16,7,2,1,16
4261,18,4,8,4,8,16
4262,12,3,3,9,16,16
4263,15,5,0,13,13,16
4264,0,18,17,4,4,16
4265,13,18,9,3,3,16
4266,10,19,2,2,13,4
4267,5,17,5,9,8,16
4268,12,11,6,7,18,1
4269,6,11,17,13,14,16
4270,13,0,8,2,2,16
4271,14,19,2,11,27,17
4272,2,14,4,4,2,16
4273,8,0,6,1,4,16
4274,17,14,9,0,1,16
4275,7,0,12,4,7,16
4276,10,9,9,13,24,8
4277,12,18,8,2,6,16
4278,6,18,14,7,4,16
4279,10,13,4,2,6,16
4280,1,16,1,4,3,16
4281,12,2,13,0,18,16
4282,11,11,9,7,11,1
4283,5,16,7,4,1,16
4284,19,3,3,5,16,16
4285,8,19,0,0,22,15
4286,15,7,16,8,14,18
4287,11,5,10,9,7,7
4288,15,6,9,3,9,16
4289,7,3,12,1,11,16
4290,10,15,4,2,3,16
4291,10,18,3,5,4,16
4292,13,17,12,6,15,16
4293,18,16,3,2,1,16
4294,18,3,12,6,3,16
4295,1,10,4,4,5,16
4296,17,10,1,9,12,16
4297,10,13,8,4,17,16
4298,8,19,10,3,15,18
4299,14,6,17,2,7,9
4300,10,10,4,2,3,16
4301,0,7,9,11,12,11
4302,10,10,6,7,3,16
4303,3,17,17,10,10,16
4304,1,10,14,4,4,16
4305,15,5,2,3,11,2
4306,14,10,4,2,4,9
4307,3,13,12,2,7,16
4308,11,19,6,4,16,3
4309,5,14,4,4,4,16
4310,8,10,4,2,7,16
4311,13,8,4,2,1,16
4312,10,16,7,4,4,16
4313,2,8,6,2,3,11
4314,7,11,5,2,2,16
4315,8,2,10,2,10,0
4316,11,18,9,7,10,16
4317,19,2,2,2,11,16
4318,11,1,9,4,15,8
4319,6,4,8,7,9,16
4320,15,0,3,3,14,16
4321,14,0,9,13,8,16
4322,18,19,5,4,22,16
4323,5,8,13,2,3,16
4324,0,3,5,11,7,16
4325,6,2,13,7,12,16
4326,10,19,9,8,21,18
4327,0,7,9,3,23,3
4328,17,11,5,5,13,16
4329,13,8,7,4,1,16
4330,2,12,9,13,12,6
4331,19,11,13,10,12,16
4332,5,17,12,6,13,16
4333,7,7,10,3,19,7
4334,16,4,6,7,12,3
4335,0,19,9,11,12,11
4336,11,0,14,4,12,16
4337,8,11,16,2,10,5
4338,15,5,17,13,8,16
4339,3,4,9,9,13,16
4340,15,2,5,2,13,16
4341,10,18,9,5,5,16
4342,11,14,3,4,3,16
4343,10,15,4,2,4,16
4344,10,14,17,4,2,16
4345,5,11,12,2,23,16
4346,1,8,12,4,2,16
4347,10,19,16,4,11,3
4348,0,13,9,8,10,7
4349,16,1,1,4,14,16
4350,18,16,7,4,1,16
4351,5,4,8,4,5,16
4352,7,11,9,0,14,1
4353,17,16,7,2,2,16
4354,3,5,9,10,10,16
4355,1,12,9,5,14,7
4356,15,14,11,1,6,16
4357,0,13,9,1,5,16
4358,2,19,10,2,18,3
4359,3,0,4,4,5,16
4360,19,1,5,4,11,16
4361,16,12,9,9,10,3
4362,11,11,0,8,10,16
4363,16,11,9,9,8,16
4364,7,1,9,9,8,5
4365,12,13,13,1,4,16
4366,7,2,16,5,17,18
4367,3,6,14,4,11,16
4368,12,1,6,2,14,16
4369,12,11,0,2,21,16
4370,19,8,5,4,2,16
4371,3,4,8,4,6,16
4372,12,3,9,9,14,16
4373,12,8,7,2,2,16
4374,13,15,6,10,1,16
4375,13,3,12,4,11,16
4376,1,1,0,4,17,16
4377,6,16,7,2,1,16
4378,1,4,9,10,8,16
4379,11,7,6,5,15,11
4380,12,19,6,0,18,18
4381,3,14,9,3,6,16
4382,8,11,13,3,17,16
4383,15,15,8,8,5,16
4384,18,6,9,9,3,16
4385,9,14,1,2,3,18
4386,14,6,3,7,7,16
4387,1,10,4,2,10,16
4388,15,6,14,2,12,16
4389,8,15,7,4,1,16
4390,16,15,16,3,4,5
4391,17,10,14,2,7,16
4392,19,15,7,4,1,16
4393,2,13,17,4,9,16
4394,3,15,7,2,5,16
4395,13,16,7,2,1,16
4396,3,13,14,3,9,16
4397,5,16,5,2,1,16
4398,9,8,4,4,2,16
4399,19,3,12,4,14,16
4400,10,6,14,2,13,16
4401,16,4,12,13,16,16
4402,19,13,9,1,3,18
4403,0,16,7,2,4,16
4404,19,10,9,2,4,16
4405,17,13,9,5,6,16
4406,14,10,4,2,7,9
4407,2,2,9,11,17,16
4408,11,2,10,8,19,15
4409,4,11,5,4,14,9
4410,13,0,4,2,9,16
4411,1,15,12,4,5,16
4412,19,16,3,1,1,16
4413,19,13,6,5,11,16
4414,11,15,14,2,3,16
4415,1,1,10,2,21,2
4416,13,8,5,1,2,16
4417,19,2,13,11,19,16
4418,11,1,5,1,6,16
4419,19,10,3,1,3,16
4420,12,6,8,4,5,16
4421,13,13,8,4,5,16
4422,0,6,11,3,9,16
4423,9,17,9,1,12,7
4424,1,3,3,5,19,16
4425,7,19,10,2,19,18
4426,15,1,16,4,11,18
4427,7,1,6,2,19,16
4428,1,4,1,2,10,16
4429,15,2,9,13,17,16
4430,18,8,7,2,1,16
4431,2,6,11,2,7,9
4432,17,3,6,2,9,7
4433,0,5,13,13,9,16
4434,10,18,14,5,17,16
4435,10,10,7,2,3,16
4436,0,8,9,8,1,11
4437,10,0,1,4,11,16
4438,16,12,16,7,15,3
4439,14,5,8,2,4,9
4440,14,14,14,2,6,9
4441,17,17,3,13,14,16
4442,8,13,14,0,8,16
4443,1,19,6,4,21,8
4444,15,11,5,0,14,16
4445,19,8,9,8,2,16
4446,15,19,9,4,13,3
4447,10,0,4,4,9,16
4448,14,8,12,2,1,16
4449,3,5,6,9,7,16
4450,3,18,17,4,8,16
4451,1,14,6,2,1,16
4452,13,3,12,6,14,16
4453,5,18,8,4,7,16
4454,13,5,12,7,6,16
4455,11,15,14,2,12,16
4456,11,10,14,4,4,16
4457,2,3,13,4,8,16
4458,15,12,6,11,14,6
4459,16,2,13,4,20,16
4460,8,2,6,0,6,3
4461,15,1,0,3,11,16
4462,12,8,4,4,1,16
4463,0,15,4,4,7,16
4464,2,2,5,4,14,16
4465,7,6,1,4,8,16
4466,12,4,3,2,6,16
4467,1,6,14,4,11,16
4468,0,4,6,13,9,16
4469,11,10,4,2,3,16
4470,7,6,0,4,5,16
4471,4,18,14,4,7,16
4472,14,2,2,13,12,2
4473,17,1,6,11,10,16
4474,8,14,4,4,2,16
4475,3,16,6,3,3,16
4476,15,10,4,2,7,16
4477,2,1,10,4,11,3
4478,5,8,9,3,3,16
4479,7,17,9,7,8,16
4480,16,16,7,2,1,16
4481,0,16,7,4,1,16
4482,10,16,7,4,2,16
4483,12,5,3,0,15,16
4484,8,19,6,7,18,12
4485,16,18,12,0,6,16
4486,13,15,7,4,4,16
4487,6,3,17,3,11,16
4488,14,18,1,9,6,16
4489,12,6,17,4,6,16
4490,7,18,13,2,12,16
4491,14,9,6,13,12,16
4492,19,3,9,7,10,16
4493,7,11,9,2,9,16
4494,1,15,17,4,2,16
4495,11,0,8,2,5,16
4496,14,11,9,5,17,8
4497,7,19,9,9,11,6
4498,19,17,11,5,8,16
4499,15,11,1,4,9,16
4500,19,8,7,4,1,16
4501,0,15,9,0,8,16
4502,17,9,0,2,17,16
4503,0,2,3,3,12,16
4504,1,7,16,8,19,11
4505,18,18,1,6,14,16
4506,6,19,5,6,23,16
4507,3,5,12,5,12,16
4508,10,7,6,0,19,2
4509,4,5,11,4,19,9
4510,5,5,8,6,4,16
4511,0,12,9,11,20,3
4512,7,9,6,13,16,11
4513,5,12,2,1,12,11
4514,2,7,2,11,10,16
4515,13,15,17,2,5,16
4516,8,6,11,2,10,16
4517,14,14,17,2,6,9
4518,11,6,11,4,3,16
4519,14,2,17,2,11,9
4520,2,2,6,13,16,7
4521,19,7,0,4,12,16
4522,1,7,2,4,13,0
4523,0,5,5,13,5,16
4524,9,17,5,3,10,16
4525,11,13,4,4,2,16
4526,13,10,9,3,5,16
4527,19,18,3,4,5,16
4528,8,1,6,7,11,10
4529,15,10,12,4,9,16
4530,17,7,9,0,17,3
4531,14,7,9,13,14,15
4532,8,18,2,7,12,3
4533,16,18,14,4,9,16
4534,13,2,5,0,11,16
4535,12,13,8,2,19,16
4536,18,19,9,9,30,8
4537,14,0,3,8,14,16
4538,8,5,16,1,8,6
4539,0,11,0,8,15,15
4540,13,13,14,2,2,16
4541,15,18,8,2,7,16
4542,4,0,17,10,6,9
4543,0,14,6,11,9,16
4544,4,10,14,4,11,9
4545,18,5,17,4,6,16
4546,0,16,7,4,3,16
4547,18,19,10,1,16,16
4548,7,4,12,4,5,16
4549,1,6,14,4,3,16
4550,13,5,3,6,10,16
4551,3,3,17,9,11,16
4552,7,7,16,13,11,18
4553,16,0,9,3,3,16
4554,13,11,3,4,8,16
4555,5,15,6,8,6,16
4556,10,9,9,1,18,1
4557,11,6,8,3,4,16
4558,7,5,1,2,14,16
4559,1,13,11,4,5,16
4560,15,0,14,4,11,16
4561,0,3,10,3,17,1
4562,15,18,3,2,9,16
4563,14,10,13,13,5,16
4564,5,6,14,4,6,16
4565,13,6,14,4,10,16
4566,6,15,3,4,2,16
4567,3,10,4,4,6,16
4568,6,13,4,4,6,16
4569,9,17,17,4,9,16
4570,4,18,0,4,4,9
4571,1,4,3,0,6,16
4572,14,1,9,5,14,10
4573,1,8,7,2,6,16
4574,0,12,10,4,17,9
4575,19,3,17,2,14,16
4576,16,3,0,7,17,18
4577,1,8,7,2,6,16
4578,6,9,5,2,12,16
4579,15,2,9,13,8,11
4580,8,18,0,7,4,16
4581,13,16,13,2,1,16
4582,15,2,10,11,12,12
4583,15,17,2,1,14,0
4584,8,13,14,2,10,16
4585,8,4,11,2,17,16
4586,17,14,4,2,4,16
4587,6,9,16,13,15,12
4588,8,7,9,9,12,16
4589,18,12,2,6,25,16
4590,0,19,2,11,12,3
4591,11,0,12,4,4,16
4592,19,8,9,0,1,16
4593,10,18,5,3,18,16
4594,19,11,9,1,5,16
4595,16,3,0,7,17,10
4596,10,10,6,13,1,16
4597,11,10,5,4,12,16
4598,5,16,4,2,1,16
4599,5,16,5,1,1,16
4600,19,17,12,4,5,16
4601,10,3,17,4,16,16
4602,15,14,4,2,3,16
4603,10,6,5,4,4,16
4604,0,13,4,4,4,16
4605,16,1,9,1,9,10
4606,12,19,10,2,25,11
4607,13,5,11,4,8,16
4608,5,4,8,2,13,16
4609,11,7,2,7,12,3
4610,12,5,6,9,8,16
4611,0,6,9,5,7,3
4612,5,14,17,4,2,16
4613,5,10,4,2,7,16
4614,16,17,0,3,16,16
4615,1,0,4,2,3,16
4616,19,14,12,2,1,16
4617,8,18,8,9,5,16
4618,19,14,7,4,2,16
4619,7,3,11,3,10,16
4620,1,18,17,4,13,16
4621,2,1,2,4,16,3
4622,3,0,3,2,8,16
4623,4,19,5,4,22,9
4624,1,18,6,1,9,16
4625,5,15,6,11,3,16
4626,14,18,9,0,8,16
4627,14,16,1,10,2,9
4628,13,18,1,5,6,16
4629,3,13,14,4,6,16
4630,13,15,7,4,3,16
4631,19,11,12,2,14,16
4632,0,1,10,4,15,15
4633,4,8,8,4,3,9
4634,16,10,16,3,2,16
4635,4,19,5,4,10,16
4636,14,11,2,1,20,9
4637,11,6,9,7,12,16
4638,4,1,0,4,19,9
4639,13,13,14,4,4,16
4640,10,3,17,7,8,16
4641,3,19,2,2,8,1
4642,11,2,1,7,20,16
4643,4,6,12,1,8,9
4644,14,12,9,2,19,9
4645,18,12,0,6,15,16
4646,18,1,3,2,3,16
4647,0,14,17,2,5,16
4648,10,14,3,2,5,16
4649,7,1,13,3,17,16
4650,0,0,6,13,7,16
4651,16,4,17,5,12,16
4652,10,6,8,7,12,16
4653,14,13,11,4,6,16
4654,0,0,8,11,9,16
4655,0,8,4,4,8,16
4656,15,12,10,8,17,6
4657,3,12,6,7,12,0
4658,8,11,10,7,14,2
4659,8,12,6,2,12,15
4660,15,10,14,2,7,16
4661,19,9,13,6,20,16
4662,11,6,9,9,2,16
4663,10,3,10,2,10,4
4664,2,18,14,13,9,16
4665,19,14,7,2,1,16
4666,7,0,4,4,6,16
4667,9,18,11,4,6,16
4668,18,8,6,3,4,16
4669,12,0,3,2,2,16
4670,5,13,14,2,4,16
4671,7,11,17,2,7,16
4672,6,4,9,5,3,16
4673,4,18,16,6,5,16
4674,13,4,3,4,7,16
4675,1,12,9,5,20,18
4676,11,14,14,2,6,16
4677,3,11,9,2,9,16
4678,0,13,0,3,8,16
4679,17,2,5,3,8,12
4680,14,10,14,4,7,9
4681,11,5,13,13,18,16
4682,13,0,17,4,5,16
4683,12,18,0,1,9,11
4684,0,5,3,13,13,16
4685,0,15,7,4,4,16
4686,16,11,5,7,20,16
4687,8,14,6,13,2,16
4688,18,9,10,1,13,2
4689,1,0,16,8,8,2
4690,4,8,0,10,2,9
4691,13,13,14,2,11,16
4692,0,15,14,2,10,16
4693,15,3,6,0,16,2
4694,18,19,1,4,21,16
4695,17,14,7,4,4,16
4696,5,17,9,5,6,16
4697,13,5,11,9,6,16
4698,11,19,2,4,14,3
4699,4,12,0,3,18,16
4700,18,16,5,2,1,16
4701,10,7,9,9,12,15
4702,12,12,9,2,16,18
4703,19,18,0,8,5,16
4704,2,13,9,11,5,0
4705,2,9,9,11,17,18
4706,10,9,9,2,12,16
4707,19,10,17,5,1,16
4708,18,9,16,6,12,16
4709,12,8,6,3,6,16
4710,12,14,4,4,4,16
4711,9,10,4,2,6,16
4712,6,16,7,4,1,16
4713,16,5,9,9,14,16
4714,14,18,16,8,16,9
4715,11,19,9,3,20,18
4716,19,9,5,2,14,16
4717,5,0,4,4,4,16
4718,13,0,4,2,4,16
4719,14,18,9,5,14,15
4720,16,0,14,2,2,16
4721,5,0,14,4,4,16
4722,18,14,7,2,9,16
4723,14,3,3,8,11,16
4724,6,6,14,2,9,16
4725,2,4,3,8,6,16
4726,10,19,10,4,16,3
4727,18,9,13,6,11,16
4728,5,8,4,4,1,16
4729,7,1,9,5,13,0
4730,5,2,17,2,10,16
4731,11,2,10,2,10,15
4732,16,10,17,13,4,16
4733,2,6,17,11,6,16
4734,19,13,8,4,4,16
4735,8,15,4,4,6,16
4736,18,16,9,5,3,16
4737,3,15,8,9,7,16
4738,5,1,3,4,21,16
4739,1,15,7,2,1,16
4740,2,7,9,2,11,3
4741,7,16,7,4,6,16
4742,16,18,9,9,6,16
4743,13,7,5,13,16,16
4744,8,1,0,3,10,0
4745,19,16,7,4,1,16
4746,11,10,8,2,4,16
4747,14,14,12,3,4,9
4748,12,18,9,5,5,16
4749,10,13,8,2,8,16
4750,12,17,17,4,9,16
4751,18,12,6,6,19,6
4752,4,8,4,4,7,9
4753,0,0,4,2,5,16
4754,3,13,6,4,7,16
4755,16,5,1,1,7,16
4756,19,6,14,2,8,16
4757,15,5,16,13,12,16
4758,12,1,9,1,11,18
4759,13,18,8,4,8,16
4760,11,4,9,3,7,16
4761,1,17,17,0,8,16
4762,1,2,5,13,13,16
4763,15,18,11,1,10,16
4764,2,17,5,4,12,8
4765,15,11,10,4,15,15
4766,10,11,17,4,8,16
4767,14,0,14,2,7,9
4768,4,13,14,4,5,16
4769,2,10,14,2,6,16
4770,16,7,0,10,14,7
4771,13,15,7,4,1,16
4772,2,7,6,2,8,3
4773,11,0,17,4,8,16
4774,19,15,17,2,6,16
4775,9,11,9,13,11,16
4776,0,0,11,3,12,16
4777,5,17,9,5,8,16
4778,14,17,13,2,9,9
4779,18,16,12,2,7,16
4780,16,6,8,2,11,16
4781,4,17,12,4,13,9
4782,19,17,17,3,5,16
4783,9,2,1,1,12,16
4784,4,3,1,1,7,9
4785,1,7,9,2,11,8
4786,5,9,13,6,17,16
4787,15,14,3,3,4,16
4788,0,13,13,0,4,16
4789,8,3,1,4,8,16
4790,12,4,17,1,6,16
4791,1,18,16,8,7,3
4792,1,6,14,7,2,16
4793,15,4,9,13,9,16
4794,4,11,5,4,17,9
4795,1,2,3,6,18,16
4796,16,14,7,4,8,16
4797,6,16,9,8,1,16
4798,8,2,3,2,9,16
4799,0,10,13,4,4,0
4800,4,1,2,6,12,16
4801,13,16,7,2,1,16
4802,16,9,5,4,11,16
4803,15,16,17,4,1,16
4804,8,5,9,5,9,16
4805,1,1,1,2,8,16
4806,8,13,9,9,2,16
4807,15,3,2,0,9,16
4808,7,8,4,4,1,16
4809,4,3,13,7,6,9
4810,7,8,7,2,3,16
4811,18,16,9,3,7,16
4812,11,17,5,3,10,16
4813,8,12,16,4,21,3
4814,19,2,13,8,2,16
4815,13,10,2,4,8,16
4816,15,0,4,2,10,16
4817,12,6,17,10,20,16
4818,0,10,4,4,7,16
4819,5,8,7,2,2,16
4820,2,15,4,4,2,16
4821,11,10,4,2,7,16
4822,16,2,10,0,18,16
4823,2,9,2,11,19,3
4824,5,2,3,5,18,16
4825,10,9,2,0,8,8
4826,1,15,6,11,4,16
4827,8,0,14,2,9,16
4828,10,14,9,3,3,16
4829,5,18,8,4,5,16
4830,7,10,6,7,5,16
4831,1,13,1,9,6,16
4832,19,13,14,2,5,16
4833,7,19,9,0,13,6
4834,4,13,8,4,4,9
4835,18,8,7,4,1,16
4836,19,8,7,2,1,16
4837,11,1,9,9,11,12
4838,8,8,12,2,10,16
4839,19,11,3,2,14,16
4840,14,7,2,8,16,0
4841,9,17,1,4,21,16
4842,10,4,1,1,6,16
4843,14,14,13,4,4,16
4844,13,18,14,6,14,16
4845,0,4,8,1,5,16
4846,12,6,14,2,8,16
4847,12,15,9,11,5,16
4848,12,19,9,5,17,16
4849,11,13,14,4,12,16
4850,11,19,9,5,14,16
4851,2,0,14,2,6,16
4852,8,1,1,4,16,16
4853,11,4,3,2,7,16
4854,12,5,13,4,1,16
4855,18,19,5,6,8,16
4856,0,5,3,4,10,12
4857,8,14,4,2,3,16
4858,5,18,9,10,11,16
4859,0,9,16,13,15,18
4860,10,16,8,4,2,16
4861,3,0,9,4,6,16
4862,17,5,9,7,7,16
4863,8,3,1,5,14,16
4864,0,2,1,4,10,16
4865,4,11,2,6,10,16
4866,14,15,4,2,6,9
4867,0,14,9,7,1,16
4868,10,3,17,7,13,16
4869,0,13,5,3,2,16
4870,16,6,6,11,6,16
4871,12,10,5,4,7,16
4872,13,11,13,6,10,16
4873,14,13,13,5,12,16
4874,10,16,12,2,2,16
4875,0,7,2,13,21,12
4876,5,15,9,11,4,16
4877,7,10,11,4,6,16
4878,14,19,0,8,11,3
4879,8,5,8,8,9,16
4880,1,8,7,4,7,16
4881,6,4,8,2,14,16
4882,11,9,10,4,18,4
4883,18,11,12,6,19,16
4884,19,13,14,4,2,16
4885,17,0,6,1,10,16
4886,9,2,16,0,8,18
4887,11,2,13,4,16,16
4888,15,4,5,8,13,0
4889,19,7,0,2,21,16
4890,5,15,9,8,6,16
4891,6,10,4,4,5,16
4892,10,17,12,7,3,16
4893,7,2,6,3,12,16
4894,0,12,9,8,15,3
4895,5,16,13,4,2,16
4896,19,8,7,4,1,16
4897,7,19,2,2,17,18
4898,3,0,14,4,6,16
4899,3,6,16,11,8,3
4900,2,10,13,4,4,16
4901,15,4,17,13,13,16
4902,19,9,13,6,9,16
4903,10,19,10,2,17,7
4904,6,16,7,2,5,16
4905,6,5,11,2,4,16
4906,1,8,7,4,2,16
4907,3,15,7,2,1,16
4908,19,10,14,2,3,16
4909,0,5,17,3,16,16
4910,11,8,9,7,1,3
4911,12,3,0,1,16,16
4912,6,9,9,2,18,8
4913,14,15,8,4,6,16
4914,18,3,3,6,8,16
4915,7,10,8,4,4,16
4916,13,19,5,6,14,16
4917,4,6,11,5,8,9
4918,18,16,5,2,2,16
4919,6,16,0,0,3,16
4920,14,15,4,4,3,16
4921,0,19,16,1,13,16
4922,14,13,12,2,5,9
4923,15,3,9,11,14,16
4924,3,14,7,2,3,16
4925,2,2,5,13,16,16
4926,17,4,11,4,11,4
4927,9,17,17,8,9,16
4928,15,13,10,2,10,8
4929,7,7,16,1,19,2
4930,15,9,10,8,10,18
4931,19,6,11,2,12,16
4932,7,4,5,3,11,16
4933,9,19,16,8,22,10
4934,8,18,17,5,2,16
4935,9,2,9,5,13,16
4936,1,0,8,1,7,16
4937,7,15,7,2,1,16
4938,14,19,10,8,25,3
4939,1,18,12,4,17,16
4940,10,11,5,2,7,16
4941,12,13,5,5,6,16
4942,4,10,5,4,10,9
4943,1,14,9,9,8,16
4944,3,0,4,4,6,16
4945,17,6,5,4,17,16
4946,14,0,13,2,6,9
4947,2,7,9,11,13,18
4948,5,16,17,2,3,16
4949,1,0,2,2,3,5
4950,8,2,9,11,17,16
4951,15,18,1,4,10,16
4952,18,6,14,2,10,16
4953,2,1,1,4,10,16
4954,10,16,7,4,2,16
4955,2,17,12,2,5,16
4956,15,6,8,2,8,16
4957,16,3,9,9,15,3
4958,10,14,6,2,4,16
4959,18,18,17,10,1,16
4960,8,17,10,4,9,19
4961,10,0,14,4,4,16
4962,11,14,8,4,7,16
4963,11,6,9,0,6,16
4964,19,4,6,9,8,16
4965,7,0,8,4,5,16
4966,16,10,4,2,6,16
4967,14,15,11,2,3,9
4968,7,13,14,4,12,16
4969,11,15,14,2,7,16
4970,0,9,16,4,18,15
4971,8,7,9,5,19,16
4972,9,16,7,4,1,16
4973,19,15,9,1,1,16
4974,6,12,0,2,11,16
4975,12,15,6,3,2,16
4976,0,9,9,9,11,5
4977,12,8,17,2,2,16
4978,0,14,14,4,1,16
4979,0,2,9,11,15,16
4980,5,3,17,3,19,16
4981,3,1,2,4,5,16
4982,14,17,17,4,5,16
4983,9,15,10,2,2,0
4984,9,18,9,3,11,16
4985,3,18,2,7,5,16
4986,12,6,8,4,2,16
4987,5,14,6,4,6,16
4988,14,1,6,3,14,16
4989,7,8,7,2,2,16
4990,16,17,1,2,14,16
4991,0,8,7,4,1,16
4992,15,2,9,11,21,16
4993,13,13,9,3,12,16
4994,5,16,10,2,3,16
4995,1,3,12,13,13,16
4996,19,1,0,1,13,16
4997,17,19,9,2,24,11
4998,16,5,3,1,10,16
4999,15,19,16,8,20,3
5000,3,11,5,4,10,16
5001,11,18,16,8,10,3
5002,10,10,13,4,6,16
5003,3,18,3,4,15,16
5004,15,18,11,4,10,16
5005,19,15,4,4,2,16
5006,0,13,8,1,8,16
5007,5,16,3,4,2,16
5008,18,16,13,2,1,16
5009,16,6,14,4,11,16
5010,0,5,9,3,9,4
5011,1,16,7,4,1,16
5012,6,0,9,3,6,16
5013,4,9,5,7,11,9
5014,7,16,9,3,2,16
5015,1,15,7,4,2,16
5016,18,16,13,4,3,16
5017,9,6,8,2,8,16
5018,8,16,7,2,7,16
5019,1,1,3,6,23,16
5020,6,6,14,4,4,16
5021,14,3,11,2,9,9
5022,15,10,8,2,5,16
5023,0,3,12,3,10,16
5024,15,15,4,2,1,16
5025,16,6,8,4,6,16
5026,11,6,1,7,16,16
5027,12,2,17,4,13,16
5028,4,3,12,2,18,16
5029,9,13,6,3,9,16
5030,5,0,6,4,7,16
5031,1,11,0,2,20,16
5032,15,5,9,8,10,13
5033,2,2,2,11,9,16
5034,13,16,9,7,2,16
5035,19,8,1,4,4,16
5036,19,2,17,6,9,16
5037,0,11,17,4,8,16
5038,19,5,9,5,8,16
5039,14,12,8,4,1,9
5040,4,17,17,4,8,9
5041,1,1,10,2,24,2
5042,1,6,9,5,5,19
5043,14,5,16,7,10,16
5044,12,2,3,0,17,16
5045,7,10,12,2,11,16
5046,17,9,9,8,20,7
5047,16,14,7,4,4,16
5048,5,4,8,4,5,16
5049,15,13,11,4,16,16
5050,5,16,17,2,1,16
5051,10,17,3,5,10,16
5052,18,12,10,10,18,17
5053,8,3,12,8,13,16
5054,5,13,4,2,8,16
5055,16,16,4,4,7,16
5056,19,18,3,5,9,16
5057,8,0,14,2,7,16
5058,7,8,4,2,7,16
5059,11,2,9,3,10,13
5060,5,14,4,2,1,16
5061,11,13,14,4,2,16
5062,8,3,9,9,8,16
5063,12,7,9,2,5,3
5064,18,16,17,4,1,16
